model,kinase,source_pdb,target_pdb,t,distance_to_source,distance_to_target,distance_to_active,distance_to_inactive,distance_matrix_consistency_error,is_observed_structure,supervision_status
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqf,0.0,0.0,10.4865083694458,10.4865083694458,0.0,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqf,0.25,3.585695505142212,9.186736106872559,9.186736106872559,3.585695505142212,2.043159246444702,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqf,0.5,6.772366046905518,9.3132963180542,9.3132963180542,6.772366046905518,3.5635969638824463,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqf,0.75,10.101880073547363,10.672540664672852,10.672540664672852,10.101880073547363,5.2701849937438965,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqf,1.0,13.742125511169434,12.98454475402832,12.98454475402832,13.742125511169434,7.324187278747559,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqc,0.0,0.0,9.130705833435059,9.130705833435059,0.0,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqc,0.25,3.512761116027832,8.124486923217773,8.124486923217773,3.512761116027832,2.0223708152770996,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqc,0.5,6.7181596755981445,8.711311340332031,8.711311340332031,6.7181596755981445,3.6072258949279785,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqc,0.75,10.07532024383545,10.47552490234375,10.47552490234375,10.07532024383545,5.380595684051514,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,KIT,6gql,8pqc,1.0,13.739053726196289,13.097302436828613,13.097302436828613,13.739053726196289,7.5717082023620605,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_3.0,MET,3rhk,4iwd,0.0,0.0,9.51522445678711,9.51522445678711,0.0,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_3.0,MET,3rhk,4iwd,0.25,3.9772450923919678,8.445802688598633,8.445802688598633,3.9772450923919678,2.1515145301818848,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,MET,3rhk,4iwd,0.5,7.5127644538879395,9.287487983703613,9.287487983703613,7.5127644538879395,4.034309387207031,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,MET,3rhk,4iwd,0.75,11.178357124328613,11.40749740600586,11.40749740600586,11.178357124328613,5.75164270401001,False,latent generated hypothesis
bidirectional_self_consistent_guidance_3.0,MET,3rhk,4iwd,1.0,14.932577133178711,14.154583930969238,14.154583930969238,14.932577133178711,7.56562614440918,False,generated endpoint prediction supervised against observed target
