model,kinase,source_pdb,target_pdb,t,distance_to_source,distance_to_target,distance_to_active,distance_to_inactive,distance_matrix_consistency_error,is_observed_structure,supervision_status
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqf,0.0,0.0,10.4865083694458,10.4865083694458,0.0,0.0,True,observed source endpoint
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqf,0.25,1.1830942630767822,10.248730659484863,10.248730659484863,1.1830942630767822,0.9027605056762695,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqf,0.5,2.3504838943481445,10.138994216918945,10.138994216918945,2.3504838943481445,1.7952858209609985,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqf,0.75,3.555567979812622,10.155381202697754,10.155381202697754,3.555567979812622,2.6813952922821045,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqf,1.0,4.788140296936035,10.331395149230957,10.331395149230957,4.788140296936035,3.5652897357940674,False,generated endpoint prediction supervised against observed target
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqc,0.0,0.0,9.130705833435059,9.130705833435059,0.0,0.0,True,observed source endpoint
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqc,0.25,1.1925946474075317,8.920174598693848,8.920174598693848,1.1925946474075317,0.8248133063316345,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqc,0.5,2.370715379714966,8.860568046569824,8.860568046569824,2.370715379714966,1.6405216455459595,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqc,0.75,3.583167791366577,8.948311805725098,8.948311805725098,3.583167791366577,2.4489939212799072,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,KIT,6gql,8pqc,1.0,4.823539733886719,9.21497631072998,9.21497631072998,4.823539733886719,3.2529067993164062,False,generated endpoint prediction supervised against observed target
aligned_full_conditioning_guidance_1.0,MET,3rhk,4iwd,0.0,0.0,9.51522445678711,9.51522445678711,0.0,0.0,True,observed source endpoint
aligned_full_conditioning_guidance_1.0,MET,3rhk,4iwd,0.25,1.2612742185592651,9.335115432739258,9.335115432739258,1.2612742185592651,0.8737278580665588,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,MET,3rhk,4iwd,0.5,2.5073325634002686,9.317211151123047,9.317211151123047,2.5073325634002686,1.7496882677078247,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,MET,3rhk,4iwd,0.75,3.792839288711548,9.464756965637207,9.464756965637207,3.792839288711548,2.630620002746582,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,MET,3rhk,4iwd,1.0,5.1052632331848145,9.801568031311035,9.801568031311035,5.1052632331848145,3.5175304412841797,False,generated endpoint prediction supervised against observed target
aligned_full_conditioning_guidance_1.0,MET,3efj,3efk,0.0,0.0,0.585792064666748,0.585792064666748,0.0,0.0,True,observed source endpoint
aligned_full_conditioning_guidance_1.0,MET,3efj,3efk,0.25,1.2979546785354614,1.4186427593231201,1.4186427593231201,1.2979546785354614,0.3106277883052826,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,MET,3efj,3efk,0.5,2.5781667232513428,2.639369010925293,2.639369010925293,2.5781667232513428,0.6275071501731873,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,MET,3efj,3efk,0.75,3.8995399475097656,3.9387407302856445,3.9387407302856445,3.8995399475097656,0.9498417973518372,False,latent generated hypothesis
aligned_full_conditioning_guidance_1.0,MET,3efj,3efk,1.0,5.248587608337402,5.276053428649902,5.276053428649902,5.248587608337402,1.2766563892364502,False,generated endpoint prediction supervised against observed target
