model,kinase,source_pdb,target_pdb,t,distance_to_source,distance_to_target,distance_to_active,distance_to_inactive,distance_matrix_consistency_error,is_observed_structure,supervision_status
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqf,0.0,0.0,10.4865083694458,10.4865083694458,0.0,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqf,0.25,1.621948480606079,10.097122192382812,10.097122192382812,1.621948480606079,1.0555360317230225,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqf,0.5,3.25875186920166,10.026091575622559,10.026091575622559,3.25875186920166,2.044144868850708,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqf,0.75,4.91540002822876,10.18794059753418,10.18794059753418,4.91540002822876,3.084027051925659,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqf,1.0,6.61361837387085,10.567856788635254,10.567856788635254,6.61361837387085,4.1515212059021,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqc,0.0,0.0,9.130705833435059,9.130705833435059,0.0,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqc,0.25,1.631304144859314,8.831804275512695,8.831804275512695,1.631304144859314,0.9984501600265503,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqc,0.5,3.2985925674438477,8.908656120300293,8.908656120300293,3.2985925674438477,1.9417072534561157,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqc,0.75,4.981116771697998,9.248138427734375,9.248138427734375,4.981116771697998,2.9204392433166504,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,6gql,8pqc,1.0,6.697706699371338,9.828489303588867,9.828489303588867,6.697706699371338,3.9339680671691895,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.5,MET,3rhk,4iwd,0.0,0.0,9.51522445678711,9.51522445678711,0.0,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.5,MET,3rhk,4iwd,0.25,1.7754342555999756,9.193916320800781,9.193916320800781,1.7754342555999756,1.1177228689193726,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,3rhk,4iwd,0.5,3.545733690261841,9.296624183654785,9.296624183654785,3.545733690261841,2.232600450515747,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,3rhk,4iwd,0.75,5.341771125793457,9.696076393127441,9.696076393127441,5.341771125793457,3.3239567279815674,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,3rhk,4iwd,1.0,7.152161598205566,10.334571838378906,10.334571838378906,7.152161598205566,4.404704570770264,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.5,MET,3efj,3efk,0.0,0.0,0.585792064666748,0.585792064666748,0.0,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.5,MET,3efj,3efk,0.25,1.7732394933700562,1.8261876106262207,1.8261876106262207,1.7732394933700562,0.6286280751228333,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,3efj,3efk,0.5,3.572195053100586,3.578192949295044,3.578192949295044,3.572195053100586,1.236615538597107,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,3efj,3efk,0.75,5.39900541305542,5.390430927276611,5.390430927276611,5.39900541305542,1.8106294870376587,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,3efj,3efk,1.0,7.20212984085083,7.186697959899902,7.186697959899902,7.20212984085083,2.3872017860412598,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.5,KIT,8pqf,6gql,0.0,0.0,10.481769561767578,0.0,10.481769561767578,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.5,KIT,8pqf,6gql,0.25,2.259647846221924,10.387948036193848,2.259647846221924,10.387948036193848,1.3009792566299438,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,8pqf,6gql,0.5,4.611656665802002,10.821406364440918,4.611656665802002,10.821406364440918,2.5291998386383057,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,8pqf,6gql,0.75,6.744467735290527,11.61782169342041,6.744467735290527,11.61782169342041,3.7264175415039062,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,8pqf,6gql,1.0,8.762438774108887,12.715605735778809,8.762438774108887,12.715605735778809,5.039950370788574,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.5,KIT,8pqc,6gql,0.0,0.0,9.128228187561035,0.0,9.128228187561035,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.5,KIT,8pqc,6gql,0.25,2.257948875427246,9.022892951965332,2.257948875427246,9.022892951965332,1.2167863845825195,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,8pqc,6gql,0.5,4.611645221710205,9.510577201843262,4.611645221710205,9.510577201843262,2.3701324462890625,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,8pqc,6gql,0.75,6.740019798278809,10.411162376403809,6.740019798278809,10.411162376403809,3.504626512527466,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,KIT,8pqc,6gql,1.0,8.755301475524902,11.609231948852539,8.755301475524902,11.609231948852539,4.760158061981201,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.5,MET,4iwd,3rhk,0.0,0.0,9.511153221130371,0.0,9.511153221130371,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.5,MET,4iwd,3rhk,0.25,2.4020354747772217,9.474923133850098,2.4020354747772217,9.474923133850098,1.151520013809204,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,4iwd,3rhk,0.5,4.868348121643066,10.054017066955566,4.868348121643066,10.054017066955566,2.2135703563690186,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,4iwd,3rhk,0.75,7.140857696533203,11.072370529174805,7.140857696533203,11.072370529174805,3.225672960281372,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,4iwd,3rhk,1.0,9.310700416564941,12.428494453430176,9.310700416564941,12.428494453430176,4.311734199523926,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.5,MET,3efk,3efj,0.0,0.0,0.5857927799224854,0.0,0.5857927799224854,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.5,MET,3efk,3efj,0.25,2.3602237701416016,2.4863054752349854,2.3602237701416016,2.4863054752349854,0.8804715275764465,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.5,MET,3efk,3efj,0.5,4.82319974899292,4.913356304168701,4.82319974899292,4.913356304168701,1.7781591415405273,False,latent generated hypothesis
